0.142811080418  7851.37083855
0.168341222297  49856.3540035
0.200623107205  71175.2561277
0.237788296803  77800.2816972
0.281838293126  87402.984728
0.334048498351  98190.9264686
0.395930581373  113372.941646
0.469276245935  125634.243133
0.556209106745  137328.336255
0.655641849418  149086.750367
0.781370737652  159650.931525
0.926118728129  169797.239114
1.09768110995  181828.950783
1.30102521691  192065.322294
1.5420385754  205674.934509
1.82769936902  209942.850812
2.17818738301  218746.209001
2.58169397902  224819.251991
3.04321988711  231060.900651
3.6467396741  234246.409883
4.32229381784  239107.206723
5.12299355515  239107.206723
6.03882411906  240749.784382
7.19685673001  239107.206723
8.48342898244  239107.206723
10.0549740102  249133.489485
11.9831619448  232648.203178
14.2030282996  242403.64594
16.8341222297  231060.900651
19.9526231497  226363.676711
23.6488226188  214299.329728
28.0297385992  211385.080184
33.2222140021  221761.942369
39.5930581373  193384.739688
46.6710550878  232648.203178
55.3168119762  221761.942369
65.9246175587  201493.780434
