32.9246728985  4.83859339233
39.5666523638  15.4651141832
47.5499930103  36.4933941349
56.9011764612  61.6771507363
68.9803913302  138.885384186
82.2041992616  205.670950415
98.8098750279  293.270488996
118.279527968  426.63254087
142.170864614  510.071375786
171.621873244  597.676141382
206.30556041  710.239901948
246.916972785  789.512806186
295.510092334  854.223247598
356.72347382  939.747661362
426.942153827  1016.94021377
513.180397255  1100.37904868
616.705606786  1111.00556947
741.147028655  1136.19455309
887.053282014  1219.62816099
1070.60484963  1242.74201979
1287.12507053  1396.912817
1540.05286018  1378.40918513
1842.65988365  1355.74484959
2223.07588254  1245.71619113
2659.206233  1135.67707864
3183.33652173  1285.68194517
3842.74815592  1371.20635893
