94.448611185  1216087.17116
105.786989188  29931415.1676
117.745160494  87592620.0634
132.135537856  119672433.062
148.305261528  132829759.829
166.447928063  155293396.336
186.818699696  169408609.116
209.680125167  188034155.286
237.161228807  205131239.944
264.132020216  239815269.969
296.44758501  275559669.79
332.732250563  295446851.454
373.466745326  305988792.917
419.154150834  357736390.958
470.441541359  404001675.256
528.00441889  456250350.076
592.658687781  456448525.841
665.160558792  533641270.766
740.864961373  552666309.419
831.564795363  572386187.476
940.584044948  592826859.945
1047.61115744  635592859.876
1175.85054623  669767303.022
1329.92910774  756408777.917
1481.29329681  783375781.832
1662.71652877  757044106.88
1866.16528807  854951006.251
2094.82322697  770933925.265
2351.33483814  771268786.203
2639.01186137  886226185.984
2962.02229431  950185259.418
3325.03066712  827649890.995
3732.18147709  828009386.94
4188.84843016  935094074.594
4702.26399361  800525002.006
5277.56840631  919843032.68
5923.53354227  986228238.855
6598.01859711  953050475.436
7405.86180832  970115131.355
8313.86662902  788472479.723
9331.68547912  816606239.437
10554.8373843  875566179.193
11846.1822622  1006069076.62
13298.290047  846503226.183
14810.2743525  1024498204.17
16625.5287066  877063013.482
18658.7356439  1080052165.36
20946.8980787  847950375.565
23509.1282209  1008664685.23
26185.3961992  1009073592.32
29392.1446711  992185008.558
33242.0291211  1200882154.26
37041.7251153  644169866.022
41936.2922773  169924368.108
47128.1263222  28086093.7283
