171.433370021  6.02864596151e-21
183.065698577  2.68269579528e-21
192.139004128  1.53749314035e-21
213.862424324  7.38128319614e-22
234.774535889  3.82311694146e-22
257.731496668  2.24723428281e-22
285.881356859  1.46162231481e-22
320.409959852  1e-22
364.106662301  6.84171273158e-23
405.272910962  5.17947467923e-23
465.341759656  4.23032395289e-23
521.545497639  3.36877904901e-23
615.632505985  2.82195088369e-23
729.208120855  2.55031254144e-23
869.726439555  2.36388515664e-23
1103.88759344  2.24723428281e-23
1396.26039895  2.36388515664e-23
1665.31961279  2.61566678527e-23
1979.37536941  2.75144248898e-23
2344.54253075  3.20253957723e-23
2627.71516969  3.45510729459e-23
2996.41193038  4.02156973981e-23
