202.87241149  1.28312130635e-21
261.656646627  6.07385705663e-22
316.032064128  3.67249006781e-22
361.589846359  2.64989305209e-22
407.147628591  2.04655594951e-22
457.114228457  1.71495199793e-22
511.489645959  1.51740797486e-22
568.804275217  1.30659722741e-22
683.433533734  1.09488896513e-22
787.775551102  1.00910650988e-22
910.487641951  9.17483843387e-23
979.559118236  9.05092390033e-23
1036.87374749  8.80809296532e-23
1060.38744155  8.92868294521e-23
1096.39278557  8.45600739946e-23
1164.72945892  7.58440052897e-23
1220.5744823  6.80263493944e-23
1269.80627923  5.85755716206e-23
1346.2257849  4.40251442275e-23
