99.4601953788  3.05834314786e-23
108.502307618  2.0309176209e-23
116.063880428  1.46371722734e-23
125.551394466  1.0673377913e-23
135.814454886  7.78299209345e-24
147.3263437  5.94717331488e-24
160.711559291  4.59784606102e-24
177.782956072  3.76875050361e-24
197.218034346  3.16227766017e-24
217.555887477  2.62254401993e-24
245.425061533  2.36050189891e-24
271.484008621  2.17493144992e-24
303.692575009  2.051381545e-24
343.5489859  1.98064648073e-24
381.082212673  1.98064648073e-24
431.091681273  1.95761435405e-24
480.870798772  2.02752686923e-24
540.92208901  2.14964006291e-24
605.071885042  2.27910784818e-24
674.932649204  2.4448027851e-24
754.969073518  2.65339931376e-24
844.496562199  2.87979380634e-24
941.985643764  3.23712635564e-24
1050.7289109  3.63879768729e-24
1172.02078523  4.13843362607e-24
1307.30878338  4.76204948643e-24
1458.22512611  5.3529373754e-24
1621.99837663  6.15956542563e-24
1809.22055889  7.17113351458e-24
2012.41410324  8.2517434749e-24
2219.67083603  9.71993319681e-24
2496.77260303  1.14493502661e-23
2777.17381578  1.33296448272e-23
3080.39616248  1.58860514648e-23
3435.94264949  1.87125738299e-23
3811.0918704  2.23013377141e-23
4239.04659841  2.68910727558e-23
4715.07635097  3.20483382176e-23
5229.86495894  3.86440582964e-23
5833.46067994  4.65972129811e-23
6470.35367584  5.61871696019e-23
7176.75299656  6.85479063118e-23
7960.30567097  8.26554334775e-23
12116.0748857  1.85259031974e-22
16579.5834157  3.4840949774e-22
19889.1761634  5.30840091708e-22
