166.759456939  9.03740939002e-21
179.309504081  3.36877904901e-21
192.139004128  1.57689290017e-21
213.124743835  6.67076780672e-22
231.552004793  3.54364778558e-22
254.193856782  1.98017373941e-22
278.087164788  1.25574396282e-22
303.176982939  8.81160346543e-23
345.715981387  5.44833416216e-23
370.451776749  4.56394770326e-23
420.973056011  3.12252191077e-23
466.952429213  2.55031254144e-23
523.350703035  2.0309176209e-23
578.509559198  1.83542339775e-23
673.499746642  1.4251026703e-23
752.240996185  1.32092792325e-23
854.829726558  1.22436833134e-23
958.075620516  1.13486722811e-23
1066.39656961  1.10651178545e-23
1186.96438915  1.05190863931e-23
1396.26039895  1.07886482314e-23
1543.42008759  1.10651178545e-23
1847.20857429  1.22436833134e-23
2360.80076915  1.4251026703e-23
2894.64563481  1.70125427985e-23
3006.78329589  1.78956407464e-23
