189.200847277  1e-19
205.70793033  7.99093140398e-20
216.968387172  6.29073366707e-20
232.359793517  4.52735089286e-20
245.081590055  3.51119173422e-20
266.48507989  2.4894527979e-20
285.37787121  1.90204496336e-20
303.301995456  1.43167405882e-20
332.289833693  1.07762468826e-20
355.844426852  8.35752957426e-21
389.84243487  6.57933224658e-21
433.639251082  4.87878509457e-21
493.467062874  3.61777504266e-21
548.878523491  2.89093922009e-21
629.340093495  2.27584592607e-21
732.621072696  1.84600879677e-21
859.333124454  1.54280731133e-21
1000.31880456  1.32854608327e-21
1173.27325852  1.19652582873e-21
1295.01095067  1.12706263473e-21
1530.43101272  1.07762468826e-21
1689.19374037  1.04587677603e-21
2011.42405308  1.04587677603e-21
2395.12296584  1.04587677603e-21
2895.5313521  1.11033631817e-21
3269.42397515  1.12706263473e-21
3719.57904124  1.2145505204e-21
4263.95923572  1.30882962593e-21
4888.0605578  1.38949549437e-21
5435.81584522  1.51991108295e-21
6184.25350876  1.63789370695e-21
6722.54773442  1.73884047319e-21
7532.7659567  1.93069772888e-21
8833.86975614  2.17601726918e-21
10049.8758422  2.45250775662e-21
11696.3928883  2.84803586844e-21
15604.3371831  3.78374689801e-21
22801.5773984  5.66561100825e-21
34084.5404206  9.00628020211e-21
45816.4921593  1.30882962593e-20
64454.5533967  1.98930465415e-20
98562.2422926  3.45908344613e-20
