105.571766529  4.06241486525e-21
122.133050427  1.45067584388e-21
145.715556545  5.42794904604e-22
179.294073328  2.33678646038e-22
224.980635433  1.09178117577e-22
283.8954281  5.80126872122e-23
368.418924521  3.26793270385e-23
480.794528494  2.06925592247e-23
629.207846997  1.40549927312e-23
828.06189112  1.11141819406e-23
1095.88635741  9.65063093899e-24
1438.19296873  8.98925674715e-24
2076.09741399  9.0850416371e-24
2649.28753397  9.7384378651e-24
3486.56498162  1.09378244639e-23
4588.45452417  1.27236606749e-23
6158.20710274  1.60629947186e-23
8104.4390081  1.9352947712e-23
10665.7555584  2.50119000719e-23
14234.6053244  3.19483347701e-23
18576.4625532  4.32691145596e-23
