149.531895166  9.70538989521e-20
163.828127964  6.98483005847e-20
172.806304682  5.02688212143e-20
185.064920276  3.61777504266e-20
199.732873651  2.08056753822e-20
210.676640131  1.51991108295e-20
227.343158575  1.07762468826e-20
239.802112228  7.75551049015e-21
262.726181512  5.66561100825e-21
292.285351351  3.35717535248e-21
322.660305134  2.52695438627e-21
350.838907042  1.79162351226e-21
387.298878564  1.34855955305e-21
434.09691457  9.8515937265e-22
486.530457405  7.64041384906e-22
557.857757272  5.92553097555e-22
634.804821875  4.59555176405e-22
738.975332323  3.78374689801e-22
860.248546468  3.06911376488e-22
1009.01478751  2.64288290669e-22
1201.57719425  2.3802543999e-22
1441.76328935  2.2087972054e-22
1716.84458608  2.11190960161e-22
2044.34956946  2.11190960161e-22
2434.30534977  2.14372380778e-22
2898.61587551  2.2087972054e-22
3425.31891884  2.34492993136e-22
4400.05363698  2.64288290669e-22
5160.05687321  2.97869457209e-22
6528.4408896  3.45908344613e-22
8259.54076997  4.13888268704e-22
10370.2325922  5.25749926664e-22
13020.8165123  6.29073366707e-22
16224.6042238  7.99093140398e-22
20370.7353959  1.01506418937e-21
23888.3470366  1.2145505204e-21
29317.6115118  1.54280731133e-21
37089.3585255  2.01927191617e-21
45517.5590081  2.68269579528e-21
65012.9476703  4.13888268704e-21
99416.1244278  7.19685673001e-21
