154.019749351  9.75014308322e-21
157.246171384  4.92388263171e-21
162.212972162  2.42446201708e-21
166.759456939  1.46162231481e-21
172.622175325  8.81160346543e-22
178.69100776  6.02864596151e-22
187.547490024  3.92108803823e-22
203.76328214  2.08296186381e-22
216.83876786  1.49907781079e-22
231.552004793  1e-22
254.193856782  6.84171273158e-23
275.219442265  4.92388263171e-23
299.015555246  3.72759372031e-23
331.674528573  2.89426612472e-23
365.366930704  2.30482185095e-23
403.87499396  1.88245791071e-23
437.28141974  1.61730231722e-23
486.7208767  1.4251026703e-23
528.803895534  1.32092792325e-23
586.560731312  1.16394930661e-23
652.877850497  1.05190863931e-23
719.198961062  1.02562597437e-23
840.188165123  9.75014308322e-24
958.075620516  9.75014308322e-24
1107.70843716  1e-23
1367.61152772  1.07886482314e-23
1597.68170184  1.13486722811e-23
1866.45605764  1.25574396282e-23
2150.51676675  1.38949549437e-23
2435.36937067  1.53749314035e-23
2729.51202854  1.78956407464e-23
3006.78329589  1.98017373941e-23
